Time (UTC) (Dd-MMM-yyyy HH:mm:ss),Year,Latitude (Degrees East),Longitude (Degrees North),Temperature (Degrees Celsius),Salinity (practical salinity unit),Chlorophyll (Micrograms per Liter),Turbidity(Nephelometric Turbidity Units),Oxygen (millilitres O2 per liter),Significant wave height (meters),Wave from direction (Degrees clockwise from due north),Wave period (seconds),North surface currents (meters/second),East surface currents (meters/second)
9/30/2016,2016,38.963605,-76.446885,21.9,15.7,2.5,4.3,3.5,0.5,7.26E+01,2.4,11.1,35.17
9/30/2016,2016,38.963598,-76.446885,21.9,NaN,2.6,4.1,3.5,0.4,7.34E+01,2.4,9.3,-4.92
10/1/2016,2016,38.963602,-76.446883,21.9,15.7,2.4,4.1,3.4,0.4,72,2.3,-5.48,-34.49
10/1/2016,2016,38.963597,-76.446878,21.9,15.7,2.4,3.8,3.5,0.5,6.93E+01,2.4,-43.21,-89.69
10/1/2016,2016,38.963593,-76.446888,21.9,15.6,2.3,3.7,3.5,0.4,7.14E+01,2.2,-74.67,-126.2
10/1/2016,2016,38.9636,-76.446888,21.7,15.4,2.4,3.7,3.8,0.4,7.93E+01,2.3,-62.78,-121.36
10/1/2016,2016,38.963602,-76.44689,21.3,15.1,3.1,4,4,NaN,NaN,NaN,-59.06,-77.7
10/1/2016,2016,38.963607,-76.446892,21.4,15.2,2.9,4,3.9,0.4,7.86E+01,2.2,-56.18,-23.73
10/1/2016,2016,38.963607,-76.446893,21.6,15.3,2.3,4.1,3.7,0.4,7.84E+01,2.2,-18.26,44.17
10/1/2016,2016,38.963608,-76.446888,21.5,15.2,2.4,3.8,3.8,NaN,NaN,NaN,-21.6,61.09
10/1/2016,2016,38.963617,-76.446877,21.4,15.2,2.7,3.7,4,0.4,7.93E+01,2.3,24.59,86.1
10/1/2016,2016,38.963617,-76.446883,21.6,15.3,2.2,3.9,3.9,0.4,7.61E+01,2.4,35.42,85.73
10/1/2016,2016,38.963607,-76.446882,21.6,15.4,2.1,4,3.9,0.4,7.72E+01,2.3,30.1,63.44
10/1/2016,2016,38.963607,-76.446882,NaN,15.4,2.1,3.8,3.8,0.4,7.54E+01,2.3,33.7,40.45
10/1/2016,2016,38.963605,-76.446883,21.5,15.4,2,3.6,3.9,0.4,75,2.3,35.22,-5.72
10/1/2016,2016,38.963598,-76.446883,21.4,15.4,2,3.9,4,0.4,75,2.2,32.66,-24.93
10/1/2016,2016,38.963607,-76.44688,21.4,15.3,2,4.4,4,0.4,8.56E+01,2.4,-31.05,-64.88
10/1/2016,2016,38.963598,-76.446882,21.6,15.4,1.7,5.3,3.7,0.3,7.74E+01,2.1,-69.17,-90.52
10/1/2016,2016,38.963597,-76.446888,21.2,15.2,2.5,3.3,4,0.3,8.02E+01,2,-58.07,-66.04
10/1/2016,2016,38.963603,-76.446892,21.1,15.1,2.3,3.5,4.2,0.3,8.86E+01,2,-60.52,-50.97
10/1/2016,2016,38.963605,-76.446883,21.4,15.2,1.8,3.8,4,0.3,9.24E+01,1.9,-70.73,-0.44
10/1/2016,2016,38.963617,-76.446877,21.5,15.3,1.8,3.5,3.8,NaN,NaN,NaN,-27.46,14.6
10/1/2016,2016,38.963622,-76.446887,21.6,15.3,2,3.6,3.9,0.2,83,2.1,30.21,72.43
10/1/2016,2016,38.963615,-76.446885,21.6,15.4,1.9,3.9,3.9,NaN,NaN,NaN,23.54,86.17
10/1/2016,2016,38.963615,-76.446882,21.7,15.4,2.1,3.2,3.8,0.3,8.66E+01,2.1,2.78,101.78
10/1/2016,2016,38.963607,-76.446882,21.7,15.4,2.1,3.5,3.9,0.2,77,2,-19.38,61.81
10/2/2016,2016,38.963613,-76.44688,21.7,NaN,2.1,3.7,3.6,0.2,8.34E+01,2,0.23,7.71
10/2/2016,2016,38.963605,-76.446873,21.6,15.4,2.1,3.5,3.8,0.2,7.51E+01,1.9,-10.78,-19.91
10/2/2016,2016,38.9636,-76.446877,21.6,15.4,2,3.3,3.8,0.2,7.46E+01,1.8,-13.45,-66.43
10/2/2016,2016,38.963597,-76.446882,21.5,15.4,1.8,3.4,3.8,0.1,75,1.7,-41.6,-104.1
10/2/2016,2016,38.9636,-76.446888,21.4,15.2,1.7,3.4,3.7,0.1,7.48E+01,1.7,-64.22,-80.47
10/2/2016,2016,38.963608,-76.446885,21.4,15.2,2,3.5,3.9,0.1,7.23E+01,1.7,-76.56,-41.11
10/2/2016,2016,38.963607,-76.44688,21.5,15.3,2,3.6,3.5,0.1,8.48E+01,1.8,-10.7,50.48
10/2/2016,2016,38.963612,-76.446882,21.4,15.3,1.8,3.3,3.8,0.1,7.87E+01,1.7,-8.64,122.54
10/2/2016,2016,38.963625,-76.446862,21.4,15.3,1.8,3.1,3.8,0.1,1.06E+02,2,44.35,96.4
10/2/2016,2016,38.963627,-76.446857,21.5,15.3,1.7,3.4,3.7,0.1,8.14E+01,1.9,49.41,113.69
10/2/2016,2016,38.963633,-76.446847,21.6,15.3,1.5,2.8,3.7,0.1,2.52E+01,2,54.48,130.97
10/2/2016,2016,38.963615,-76.446855,21.6,15.5,NaN,3.3,3.7,0.1,8.38E+01,1.9,88.4,117.13
10/2/2016,2016,38.9636,-76.446873,21.6,15.4,1.5,2.9,3.6,0.2,8.77E+01,1.9,15.9,64.5
10/2/2016,2016,38.963597,-76.44687,21.2,14.9,2.6,2,3.9,0.3,8.54E+01,2.1,25.14,-12.06
10/2/2016,2016,38.963592,-76.446867,21.3,14.9,2.4,2.1,3.9,0.2,8.21E+01,1.9,58.73,-39.22
10/2/2016,2016,38.963598,-76.44687,21.4,14.9,2.1,2.1,4,0.2,1.25E+02,2.1,78.5,-29.06
10/2/2016,2016,38.963592,-76.446877,21.4,14.9,2.6,2.1,4.2,NaN,NaN,NaN,10.59,-71.39
10/2/2016,2016,38.963608,-76.446897,21.7,13.9,2,2.8,4.5,0.2,192,2.2,-59.52,-74.06
10/2/2016,2016,38.963617,-76.446898,21.6,13.6,3.9,2.9,4.5,0.2,4.08E+01,2.2,-91.5,-1.82
10/2/2016,2016,38.963615,-76.446898,21.6,13.4,3.9,2.8,4.5,0.2,2.23E+02,2.3,-77.44,23.25
10/2/2016,2016,38.963623,-76.446885,21.5,13.7,3.6,2.7,4.5,NaN,NaN,NaN,15.47,46.61
10/2/2016,2016,38.963632,-76.446877,21.6,13.6,5,2.7,4.6,0.2,2.36E+02,2.3,25.05,90.36
10/2/2016,2016,38.963637,-76.446875,21.6,13.5,5.1,2.6,4.7,0.3,1.64E+02,2.2,25.87,113.19
10/2/2016,2016,38.963638,-76.446872,21.5,13.7,3,2.5,4.5,0.2,2.85E+02,2.1,3.63,86.9
10/3/2016,2016,38.963628,-76.446875,21.4,13.6,3.3,2.4,4.5,0.1,1.16E+02,2.2,27.33,48.76
10/3/2016,2016,38.963625,-76.446868,21.4,13.8,3.3,2.3,4.1,NaN,NaN,NaN,20.44,17.34
10/3/2016,2016,38.963623,-76.44687,21.4,13.7,3.5,2.3,3.6,0.1,1.19E+02,2,44.83,-8.1
10/3/2016,2016,38.963622,-76.446873,21.4,13.7,3.5,2.4,3.1,0,1.32E+02,2.2,43.95,-1.81
10/3/2016,2016,38.963622,-76.446882,21.4,NaN,3.3,2.3,3.2,0,1.20E+02,2.5,12.55,-12.65
10/3/2016,2016,38.96363,-76.44688,NaN,NaN,3.6,2.2,3.7,0,156,1.7,-11.45,-36.55
10/3/2016,2016,38.96363,-76.446875,21.3,13.7,3,2.1,3.5,0,1.60E+02,1.5,-73.09,-11.55
10/3/2016,2016,38.963627,-76.446893,21.1,12.9,2.2,2.5,4.3,0.1,1.99E+02,1.8,-113.67,58.44
10/3/2016,2016,38.963632,-76.446887,21,12.9,2.2,2.5,4.2,0.1,2.18E+02,1.9,1.09,63.1
10/3/2016,2016,38.963633,-76.446882,21.1,13,2.1,2.5,4,0,1.31E+02,1.9,-41.86,119.01
10/3/2016,2016,38.963633,-76.446872,21.1,13.3,NaN,2.4,4.2,0,1.05E+02,1.7,17.52,58.53
10/3/2016,2016,38.963635,-76.446868,21,13.2,2,2.3,4,0.1,1.06E+02,2.3,35.6,69.27
10/3/2016,2016,38.963628,-76.446868,21,13.4,2.4,2.2,3.3,0.1,8.02E+01,2.1,-3.68,81.97
10/3/2016,2016,38.96362,-76.446865,21,13.4,2.7,2.1,3.3,0.1,1.65E+02,2.1,-5.91,43.22
10/3/2016,2016,38.963617,-76.446868,21.2,13.4,2.2,4.8,3.8,0.1,1.57E+02,2.1,-3.7,-45.15
10/3/2016,2016,38.96361,-76.44688,21.4,13.3,2.6,2,4,0.1,2.95E+02,2,-0.48,-60.49
10/3/2016,2016,38.963595,-76.446885,21.5,13.4,2.5,2,4.3,0.2,8.29E+01,1.8,-17.22,-65.07
10/3/2016,2016,38.963598,-76.446885,21.7,13.4,2.4,1.9,4.2,NaN,NaN,NaN,-19.31,-85.37
10/3/2016,2016,38.963607,-76.44689,21.8,13.8,4.2,2.5,4.2,0.2,78,1.8,-31.24,-28.83
10/3/2016,2016,38.96361,-76.446885,22.1,13.8,5.4,2.4,4.4,0.2,9.31E+01,2,-4.22,48.8
10/3/2016,2016,38.963622,-76.446882,21.8,13.8,4.6,2.9,4.3,0.2,1.42E+02,2.1,14.62,94.08
10/3/2016,2016,38.963632,-76.446875,21.8,13.6,4.3,2.6,4.2,0.2,144,2.2,20.93,104.42
10/3/2016,2016,38.963623,-76.446875,21.8,13,6.2,2.3,5,0.1,1.45E+02,2.1,44.83,49.79
10/3/2016,2016,38.963628,-76.446878,21.8,13.1,5.3,2.1,4.9,0.1,2.91E+02,2.1,36.66,86.86
10/4/2016,2016,38.963628,-76.446873,21.6,NaN,3.8,1.9,NaN,NaN,NaN,NaN,33.13,74.8
10/4/2016,2016,38.963618,-76.446877,21.6,13.3,4.1,2.1,5.3,0.1,6.47E+01,2.2,-15.75,23.14
10/4/2016,2016,38.963612,-76.446858,21.5,13.4,4.4,2.1,5.5,0.1,9.09E+01,2.2,-4.37,-29.53
10/4/2016,2016,38.963608,-76.446872,21.4,13.3,3.9,1.9,5.9,0,111,2,-14.91,-54.84
10/4/2016,2016,38.963603,-76.44687,21.4,13.3,4.5,2,5.9,0.1,1.25E+02,2.9,3.17,-43.01
10/4/2016,2016,38.963605,-76.446872,21.6,13.4,5.5,2.3,4.9,0,7.64E+01,1.8,-25,-46.36
10/4/2016,2016,38.963612,-76.446868,21.6,13.5,5,2.1,5,0.1,113,2.1,-79.64,-50.95
10/4/2016,2016,38.963612,-76.44687,21.5,13.5,4.5,2.1,5.2,NaN,NaN,NaN,-53.37,68.37
10/4/2016,2016,38.96362,-76.446852,21.3,13.6,4,2.1,5.6,NaN,NaN,NaN,25.79,86.13
10/4/2016,2016,38.963628,-76.44687,21.4,13.5,4,2.3,5.5,0.1,1.06E+02,1.9,8.14,23.64
10/4/2016,2016,38.963633,-76.44686,21.4,13.4,3.5,2.2,5.3,0.1,8.74E+01,1.8,7.67,48.4
10/4/2016,2016,38.96363,-76.446862,21.4,13.5,3.2,2.2,5.2,0.1,8.58E+01,2.2,9.07,129.48
10/4/2016,2016,38.963613,-76.446877,21.2,13.2,3.1,2.1,5.5,0.3,8.28E+01,2.2,34.36,89.97
10/4/2016,2016,38.963605,-76.446875,21.1,13.2,3.3,2,5.5,0.3,7.81E+01,2.2,41.98,70.91
10/4/2016,2016,38.963603,-76.446875,21.2,13.2,3.3,2.1,5.7,0.3,8.27E+01,2.1,0.01,26.6
10/4/2016,2016,38.963598,-76.446877,21.2,13.2,3.6,2,5.8,0.3,7.33E+01,2,8.99,-11.03
10/4/2016,2016,38.963595,-76.446873,21.3,NaN,4.2,2,5.9,0.2,8.16E+01,2,-7.66,-7.25
10/4/2016,2016,38.963597,-76.446882,21.5,13.3,5.8,1.9,6.1,0.2,9.19E+01,1.9,-1.66,-47.8
10/4/2016,2016,38.963603,-76.446888,21.5,13.3,5,NaN,6.2,0.2,7.38E+01,1.8,-34.76,-19.6
10/4/2016,2016,38.96361,-76.4469,21.6,13.4,5.1,2.1,5.9,0.2,9.44E+01,1.9,-10.12,38.71
10/4/2016,2016,38.963612,-76.446895,21.6,13.4,8.2,2.2,6.3,0.2,91,1.9,-23.69,76.47
10/4/2016,2016,38.963622,-76.446897,NaN,13.5,7.8,2.3,6.2,0.3,89,2.1,9.59,97.65
10/4/2016,2016,38.963618,-76.446895,21.5,13.1,7.9,2.5,6.4,0.4,8.64E+01,2.3,30.55,103.88
10/4/2016,2016,38.963618,-76.446893,21.4,13.2,6.2,5.2,6.1,0.5,8.57E+01,2.5,67.01,93.53
10/5/2016,2016,38.963618,-76.446892,21.4,13,6.5,4.1,6.2,0.4,8.34E+01,2.4,22.04,65.37
10/5/2016,2016,38.963612,-76.446888,21.4,13,6.4,4.5,6.1,0.4,7.77E+01,2.4,22.27,44.15
10/5/2016,2016,38.963603,-76.446895,21.4,13,6.4,3.9,6,0.5,7.42E+01,2.4,20.62,4.46
10/5/2016,2016,38.963602,-76.44689,21.3,13.1,6.5,3.6,NaN,0.4,7.51E+01,2.5,-1.71,-27.36
10/5/2016,2016,38.963607,-76.44689,21.2,13.1,6.3,3.6,6,0.4,7.57E+01,2.3,-0.92,-55.97
10/5/2016,2016,38.963605,-76.446897,21.2,13.1,6.2,3.6,5.9,0.4,7.28E+01,2.2,-41.48,-64.18
10/5/2016,2016,38.963598,-76.446885,21.1,13,5.9,4.3,5.9,0.3,7.57E+01,2.1,-89.55,-75.24
10/5/2016,2016,38.963605,-76.44689,21.1,13.3,7,3.6,5.9,0.3,7.87E+01,2,-85.81,-46.82
10/5/2016,2016,38.96361,-76.4469,20.9,13,5.4,2.6,NaN,NaN,NaN,NaN,-52.38,-12.19
10/5/2016,2016,38.963613,-76.446893,20.9,13.1,5.4,2.8,5.9,0.3,8.63E+01,2.1,-62.52,40.92
10/5/2016,2016,38.963615,-76.446882,20.9,13.2,6.1,3.2,5.7,NaN,NaN,NaN,-6.81,74.8
10/5/2016,2016,38.963613,-76.446887,20.9,13.3,6.9,3,5.8,0.3,7.71E+01,2.2,40.91,70.9
10/5/2016,2016,38.96361,-76.446882,20.9,13.2,6.2,2.8,5.9,0.3,7.31E+01,2.3,58.96,79.55
10/5/2016,2016,38.963597,-76.446878,20.9,13.2,6.4,2.8,6,0.4,72,2.3,47.06,34.29
10/5/2016,2016,38.9636,-76.446882,20.9,13.3,6.7,2.8,6,0.4,7.01E+01,2.3,40.01,-2.41
10/5/2016,2016,38.963603,-76.446872,20.9,13.4,6.6,3.4,6.1,0.4,7.96E+01,2.2,50.07,-16
10/5/2016,2016,38.963597,-76.446875,20.8,13.2,6.2,2.4,6.3,0.3,7.85E+01,2,37.52,-50.06
10/5/2016,2016,38.963593,-76.446875,21,13.3,6.3,2.7,6.2,0.2,7.69E+01,2,-4.76,-70.19
10/5/2016,2016,38.963588,-76.446875,21.2,13.1,7.9,2.8,6.4,0.1,6.39E+01,2,-67.59,-46.84
10/5/2016,2016,38.963587,-76.446885,21.1,13.3,8.2,2.4,6.5,0.2,1.24E+02,1.9,-60.65,-23.36
10/5/2016,2016,38.963605,-76.446883,21.2,NaN,8.4,2.1,6.6,0.2,7.11E+01,2,-79.29,26.15
10/5/2016,2016,38.963618,-76.446878,21.2,13.4,7.8,2.2,6.3,0.1,8.24E+01,2,-46.75,97.49
10/5/2016,2016,38.963617,-76.446875,21.2,13.4,8.7,2.1,6.5,0.1,7.68E+01,2.1,-6.28,95.54
10/5/2016,2016,38.96362,-76.446868,21.2,13.5,7.2,2,6,0.1,101,2.2,9.88,108.41
10/6/2016,2016,38.963622,-76.446883,20.9,13.4,7.6,2.9,6.5,0.2,8.82E+01,1.9,3.91,89.76
10/6/2016,2016,38.963625,-76.446885,20.9,13.4,7.7,2.7,6.3,0.3,9.35E+01,2,-0.12,57.67
10/6/2016,2016,38.963622,-76.44688,20.9,13.4,7.5,2.4,5.9,0.2,9.16E+01,2,13.49,17.22
10/6/2016,2016,38.963627,-76.446878,20.8,13.4,7.2,2.3,5.9,0.2,9.77E+01,1.8,-1.75,-23.47
10/6/2016,2016,38.963612,-76.446882,20.9,13.5,7.5,2.3,5.7,0.2,9.85E+01,1.8,6.25,-59.64
10/6/2016,2016,38.963613,-76.44688,20.8,13.5,6.8,2.1,5.6,0.2,9.66E+01,1.8,-7.9,-57.67
10/6/2016,2016,38.963608,-76.446878,20.9,13.6,6.9,2,5.5,0.2,8.63E+01,1.7,8.51,-76.43
10/6/2016,2016,38.963603,-76.446873,20.8,13.5,6.7,2.1,5.4,0.1,9.25E+01,1.7,-10.1,-60.29
10/6/2016,2016,38.9636,-76.446873,20.9,13.6,7.2,2,5.7,0.1,8.59E+01,1.8,-32.35,-25.3
10/6/2016,2016,38.963615,-76.446875,20.6,13.5,6.1,1.9,5.2,0.1,8.38E+01,1.7,-37.88,71.85
10/6/2016,2016,38.963618,-76.446877,20.6,13.6,5.8,2,5.3,0.2,1.08E+02,1.9,18.63,70.27
10/6/2016,2016,38.963618,-76.446872,20.6,13.6,5.6,1.9,5.3,NaN,NaN,NaN,53.14,97.76
10/6/2016,2016,38.963615,-76.446862,20.7,13.6,5.2,NaN,5.3,0.3,8.49E+01,2.1,75.34,135.15
10/6/2016,2016,38.9636,-76.446867,20.7,13.8,5.3,2,5.3,0.3,8.74E+01,2.3,68.87,83.8
10/6/2016,2016,38.963608,-76.44688,20.8,13.8,5.5,1.9,5.3,0.3,7.56E+01,2.2,29.76,77.1
10/6/2016,2016,38.963612,-76.446888,20.8,13.8,6,1.8,5.6,0.3,7.54E+01,2.1,51.9,71.79
10/6/2016,2016,38.963603,-76.44688,20.9,13.8,5.7,2.1,5.8,0.3,7.44E+01,2.1,27.57,1.12
10/6/2016,2016,38.963595,-76.446872,20.9,13.6,7.5,2.3,6.2,0.2,7.34E+01,1.9,40.34,-34.22
10/6/2016,2016,38.963588,-76.446862,21.1,13.6,7.6,2.3,6.3,0.1,8.32E+01,2,19.53,-39.11
10/6/2016,2016,38.963593,-76.446873,21.1,13.5,6.4,1.9,6.7,0.1,1.13E+02,2.1,-38.61,-44.1
10/6/2016,2016,38.963605,-76.446888,21.2,12.9,NaN,2.6,7.2,0.1,9.88E+01,2.1,-69.94,-26.62
10/6/2016,2016,38.963608,-76.446883,21.1,12.9,10.9,1.8,7,0.2,100,2.4,-34.73,26.63
10/6/2016,2016,38.96361,-76.44688,21.1,13.1,10.1,1.8,6.8,NaN,NaN,NaN,-7.15,67.74
10/6/2016,2016,38.96361,-76.446877,21,13.2,8.7,NaN,6.6,0.2,7.38E+01,2,11.27,86.83
10/7/2016,2016,38.963627,-76.446867,NaN,13.2,8.2,1.7,6.7,0.1,2.05E+02,2.1,12.38,90.94
10/7/2016,2016,38.963623,-76.446872,20.9,13.2,7.5,1.6,6.3,0.1,84,2.1,-10.58,90.43
10/7/2016,2016,38.963637,-76.446883,NaN,13.3,8.3,1.9,6.5,0.2,9.46E+01,1.9,-26.67,36.8
10/7/2016,2016,38.963623,-76.446877,21,13.5,9.2,2.4,6.4,0.3,1.30E+02,2,-35.76,-11.41
10/7/2016,2016,38.96362,-76.446875,21,13.4,9.3,2.4,6.4,0.2,1.35E+02,1.9,-7.36,-55.89
10/7/2016,2016,38.963612,-76.44689,20.9,13.4,9.1,2.2,6.6,0.1,1.08E+02,1.7,-5.01,-103.43
10/7/2016,2016,38.963602,-76.446878,20.9,NaN,8.7,2.1,5.9,0.1,9.18E+01,1.7,-35.35,-103.16
10/7/2016,2016,38.963602,-76.44688,20.9,13.4,8.4,1.9,5.9,0.1,8.53E+01,1.7,-52.42,-124.64
10/7/2016,2016,38.9636,-76.44688,20.8,13.4,8,1.8,5.9,NaN,NaN,NaN,-36.16,-97.98
10/7/2016,2016,38.963602,-76.446888,20.8,13.5,7.9,1.9,6,0.2,7.22E+01,1.8,-76.69,-91.91
10/7/2016,2016,38.963607,-76.446887,20.8,13.6,8.1,2,5.8,0.1,6.88E+01,1.8,-42.79,-45.65
10/7/2016,2016,38.963625,-76.446885,20.6,13.6,6.6,1.8,5.7,NaN,NaN,NaN,-50.92,50.69
10/7/2016,2016,38.963628,-76.446883,20.6,13.4,6.4,1.8,5.5,NaN,NaN,NaN,-25.8,49.3
10/7/2016,2016,38.963612,-76.44688,20.6,13.4,6.5,1.9,5.3,0.1,7.26E+01,1.9,-40.48,50.12
10/7/2016,2016,38.963607,-76.446882,20.8,13.6,7.2,1.8,5.8,0.2,7.24E+01,1.9,-37.06,51.7
10/7/2016,2016,38.96361,-76.446877,20.8,NaN,8,1.8,6.2,0.3,7.08E+01,2,9,66.22
10/7/2016,2016,38.963605,-76.446878,20.8,NaN,6.2,1.8,6.2,NaN,NaN,NaN,2.24,27.32
10/7/2016,2016,38.963598,-76.446877,21,13.7,8.2,1.7,6.5,0.3,7.91E+01,2.2,-26.69,-34.97
10/7/2016,2016,38.963593,-76.446873,21.2,13.6,NaN,1.8,7.2,0.2,6.89E+01,2,-40.82,-62.01
10/7/2016,2016,38.963592,-76.446878,21.3,13.6,13.9,1.8,7.3,0.2,8.75E+01,1.9,-20.33,-52.35
10/7/2016,2016,38.963592,-76.446877,21.4,13.6,17.3,1.9,7.5,0.2,1.37E+02,2.1,5.15,-29.66
10/7/2016,2016,38.963607,-76.446878,21.3,13.6,13.4,1.9,7.2,NaN,NaN,NaN,-30.84,-6.91
10/7/2016,2016,38.963618,-76.446893,21.2,13.6,13,2,7.3,0.3,1.14E+02,2.7,-60.51,12.5
10/7/2016,2016,38.96363,-76.446892,21.2,13.7,12.1,2,7.1,0.3,1.38E+02,1.9,-40.92,20.89
10/8/2016,2016,38.96363,-76.446887,21.2,13.7,14.1,2,7.3,0.3,1.19E+02,1.9,19.14,55.33
10/8/2016,2016,38.963632,-76.446878,21.1,13.7,16.3,1.9,7.2,0.2,96,1.9,31.03,50.57
10/8/2016,2016,38.963625,-76.446878,NaN,13.8,16.4,3,6.9,0.2,9.28E+01,1.9,-8.07,56.44
10/8/2016,2016,38.963615,-76.446885,21.2,13.9,19.7,3.1,7.1,0.2,8.81E+01,1.9,-48.91,32.23
10/8/2016,2016,38.963613,-76.446883,21,13.8,NaN,2.1,6.7,0.2,7.92E+01,1.8,-12.41,-34.08
10/8/2016,2016,38.963615,-76.446882,21,13.8,13.5,2,6.8,NaN,NaN,NaN,-52.27,-55.02
10/8/2016,2016,38.963607,-76.446887,21.1,13.9,14.8,2.4,6.9,0.2,8.53E+01,1.8,-49.58,-93.85
10/8/2016,2016,38.9636,-76.446878,21,13.8,14.9,2.3,6.7,0.2,7.93E+01,1.9,-45.46,-89.2
10/8/2016,2016,38.963595,-76.446875,NaN,NaN,15.1,2.2,6.4,0.1,8.48E+01,1.7,-38.57,-85.87
10/8/2016,2016,38.963602,-76.446875,21,13.8,14.9,2.1,6.4,NaN,NaN,NaN,-49.83,-59.3
10/8/2016,2016,38.963607,-76.446885,21,13.8,12.4,NaN,6.1,0.1,60,1.7,-67.27,-16.6
10/8/2016,2016,38.963618,-76.44688,NaN,13.9,10.1,2,5.7,0.2,8.25E+01,1.9,5.98,97.74
10/8/2016,2016,38.963615,-76.446883,21,14,8.9,1.9,5.6,0.2,100,1.9,-23.81,140.21
10/8/2016,2016,38.96362,-76.446875,21,14.1,9.3,1.7,5.7,0.2,9.02E+01,2,26.97,106.5
10/8/2016,2016,38.963613,-76.44688,NaN,14.1,10.2,1.8,5.5,0.2,8.52E+01,2,-17.93,101.93
10/8/2016,2016,38.963612,-76.44688,21,14.1,12.7,2.6,5.9,0.2,9.17E+01,2,-0.95,76.21
10/8/2016,2016,38.963592,-76.44687,NaN,14.1,14,1.8,6,0.2,100,2,14.46,20.61
10/8/2016,2016,38.963597,-76.446873,21,14.1,12.7,1.7,5.8,0.2,7.93E+01,1.9,20.21,-58.57
10/8/2016,2016,38.963592,-76.446872,20.9,14,NaN,1.9,6,0.2,9.08E+01,2,-8.5,-48.9
10/8/2016,2016,38.96359,-76.446882,NaN,13.8,16.8,2,6,0.1,110,2.1,-5.01,-63.57
10/8/2016,2016,38.963598,-76.44688,20.8,13.7,13.4,1.9,6.1,0.1,1.27E+02,1.9,-8.53,-55.02
10/8/2016,2016,38.963587,-76.446873,20.9,13.9,10.3,1.8,5.9,0.2,7.64E+01,1.8,-28.23,-57.12
10/8/2016,2016,38.963602,-76.44688,20.9,13.9,12.5,1.6,5.8,0.2,79,1.8,-38.22,-3.98
10/8/2016,2016,38.963602,-76.446877,NaN,14,12.7,1.7,5.9,0.3,9.03E+01,2,19.53,44.34
10/9/2016,2016,38.96359,-76.446858,20.8,NaN,12.9,1.8,5.8,0.2,103,2,59.55,79.76
10/9/2016,2016,38.9636,-76.446872,20.9,14,13.1,2,5.6,0.2,9.34E+01,2,30.42,88.19
10/9/2016,2016,38.963602,-76.446873,20.9,14,10.5,1.8,5.4,0.3,8.59E+01,2.2,6.3,109.51
10/9/2016,2016,38.96359,-76.446862,20.9,14.1,10,1.8,5.4,0.3,7.53E+01,2.4,3.82,69.06
10/9/2016,2016,38.963588,-76.446868,20.8,14.1,9.6,2,5.4,NaN,NaN,NaN,-9.01,-3.98
10/9/2016,2016,38.963592,-76.446873,NaN,14.2,9.6,2.2,5.4,0.3,7.33E+01,2.2,17.13,-32.32
10/9/2016,2016,38.963585,-76.446862,20.8,13.8,9.6,1.9,5.6,0.4,5.88E+01,2.1,19.4,-112.9
10/9/2016,2016,38.96358,-76.446855,20.8,13.8,9.2,2.1,5.5,0.3,3.34E+01,1.9,26.35,-104.9
10/9/2016,2016,38.963577,-76.446853,20.6,13.8,11,2.3,5.6,0.3,3.61E+01,2,-11.55,-137.46
10/9/2016,2016,38.96358,-76.446852,20.6,13.9,9.8,2.6,5.5,0.5,5.12E+01,2.3,5.24,-52.42
10/9/2016,2016,38.963578,-76.446853,20.6,13.9,9,3.1,5.4,0.5,5.71E+01,2.5,-25,-53.99
10/9/2016,2016,38.963582,-76.44685,20.5,13.8,NaN,3.6,5.5,0.5,6.07E+01,2.7,15.29,7.17
10/9/2016,2016,38.963587,-76.446853,20.3,13.8,8.8,3.1,5.4,0.5,6.22E+01,2.7,7.39,31.61
10/9/2016,2016,38.963582,-76.446845,20.3,13.8,8.7,3.5,5.4,0.5,6.96E+01,2.5,16.17,2.8
10/9/2016,2016,38.963582,-76.446842,NaN,13.8,8.1,2.9,NaN,0.4,5.56E+01,2.5,19.01,43.43
10/9/2016,2016,38.963577,-76.44684,20.3,13.8,7.2,4.2,5.4,0.6,5.03E+01,2.6,26.3,1.41
10/9/2016,2016,38.963582,-76.446852,20.3,13.8,7.4,4.6,5.4,0.6,5.79E+01,2.8,-7.33,21.21
10/9/2016,2016,38.963577,-76.446847,NaN,13.9,7,5.1,5.5,0.5,5.36E+01,2.7,23.75,11.22
10/9/2016,2016,38.963577,-76.446847,20.3,13.9,7.9,4.2,5.6,0.5,26,2.5,26.29,-28.15
10/9/2016,2016,38.96358,-76.446843,20.3,13.8,8.3,3.9,5.9,0.4,3.05E+01,2.3,-12.84,-28.78
10/9/2016,2016,38.963577,-76.446853,20.1,13.7,9.6,3.7,6,0.4,2.67E+01,2.3,8.8,-68.07
10/9/2016,2016,38.963568,-76.446852,19.8,13.7,11.8,3.4,6.4,NaN,NaN,NaN,-5.94,-54.33
10/9/2016,2016,38.96358,-76.446853,19.8,13.7,11.4,4.2,6.1,0.4,4.17E+01,2.5,-36.38,-24.64
10/9/2016,2016,38.963578,-76.446852,19.7,13.8,11.6,3.9,6,0.4,4.99E+01,2.5,-58.56,5.05
10/10/2016,2016,38.963578,-76.446837,19.6,13.8,10.6,5.3,5.9,0.5,3.72E+01,2.6,-33.97,-28.87
10/10/2016,2016,38.963583,-76.446852,19.5,13.8,10.1,4,5.7,0.3,6.25E+01,2.5,-29.91,14.42
